26.2942441743,-98.1647257008
26.3091647922,-98.1542948014
26.2956916188,-98.1659930987
26.2925976178,-98.1574073954
26.3012407713,-98.1620772355
26.3042234029,-98.1593218312
26.3034811696,-98.1690890116
26.3050692963,-98.1562314554
26.3112433772,-98.1719873154
26.2953582863,-98.1721375902
26.2965909509,-98.1567060825
26.3028236842,-98.1577416923
26.2978469928,-98.1565869268
26.3002514506,-98.164786882
26.3052828285,-98.1663381884
26.3071951081,-98.170973216
26.3087558915,-98.15791723
26.2973560624,-98.1596147888
26.3101426872,-98.1633546977
26.2949545993,-98.1672382394
26.2962849616,-98.1630487807
26.2999494273,-98.1560148066
26.2965019606,-98.1554030503
26.3022718554,-98.1636206726
26.2998069983,-98.1609088456
26.3061235082,-98.1717699331
26.307028054,-98.1539599923
26.2969755031,-98.1687093214
26.2938208532,-98.1642928558
26.3003543621,-98.1675076298
26.2959245354,-98.1703138541
26.297795301,-98.172014216
26.3007354205,-98.1610501409
26.3038547683,-98.1592851225
26.3029211324,-98.1676657152
26.3059564541,-98.1547568779
26.2930622032,-98.159455883
26.3107106832,-98.1707620035
26.2950716815,-98.1726950482
26.2988599403,-98.1705087154
26.2998005368,-98.1628372944
26.303193317,-98.1630531348
26.3014667273,-98.1656893589
26.3047227913,-98.1649148773
26.3018204424,-98.1590337129
26.3084377279,-98.172073904
26.3096977358,-98.1568388093
26.3097467094,-98.1631198803
26.2959983568,-98.1636062705
26.3024771792,-98.1664249314
26.3043621155,-98.1708617603
26.3005027535,-98.15804784
26.3053720683,-98.1689600068
26.3082706738,-98.1550605221
26.3044679947,-98.1531923455
26.2980674856,-98.1674018659
26.2942926488,-98.1683687551
26.2945986381,-98.1620262154
26.3002865031,-98.1696497227
26.2967570068,-98.1684433694
26.3033998886,-98.1724507854
26.305070045,-98.1601875827
26.3040543794,-98.1679739987
26.3071737272,-98.1662091424
26.3111603493,-98.1661179917
26.2958201266,-98.1596816267
26.2964236743,-98.174587891
26.2995959617,-98.1639890215
26.304107818,-98.1617767224
26.30629353,-98.1683925034
26.2962571193,-98.1602135002
26.3030357191,-98.1599361516
26.3079323772,-98.1710467111
26.3093837877,-98.1571982847
26.3105518375,-98.1610510359
26.2973503496,-98.1654990465
26.3018351123,-98.1644074225
26.2949762297,-98.1733203916
26.303993481,-98.1708250162
26.2966690147,-98.1724147365
26.2950503006,-98.1679314707
26.3013650636,-98.1695618592
26.2965524316,-98.1695950507
26.3028945379,-98.1714236387
26.3051389022,-98.1633201991
26.3083890038,-98.1671116974
26.3050765064,-98.1582590422
26.3102739401,-98.1715487711
26.3110651471,-98.1680621893
26.2942014125,-98.1551985021
26.2944199088,-98.1554644274
26.2916619854,-98.1552387889
26.2935138657,-98.1653610688
26.2953714588,-98.1695994597
26.3004831195,-98.1625145761
26.3036024673,-98.1607496018
26.2977585017,-98.1579211412
26.3057334928,-98.166969173
26.3077514019,-98.1526155926
26.2934579315,-98.1583720676
26.3101558597,-98.1608162245
26.2984142402,-98.1600375931
26.2943545454,-98.1707922597
26.2969543718,-98.1652642553
26.3027222701,-98.1629329561
26.3052087576,-98.1717275837
26.2970779155,-98.1687927804
26.3086798241,-98.1527568447
26.3056427556,-98.1564350694
26.2959374584,-98.166457112
26.2978430269,-98.1717015362
26.3011878317,-98.170911657
26.2982598865,-98.1740628191
26.3029340554,-98.1638087337
26.3063541788,-98.1642227085
26.2980649901,-98.1542155928
26.3081844287,-98.1682634921
26.2934107047,-98.1613219
26.3045711557,-98.1572319232
26.3098506191,-98.1711158368
26.2939421509,-98.1559540713
26.2928444556,-98.1631456615
26.2966140787,-98.1707000037
26.3006066631,-98.1660432152
26.3047357142,-98.1610578247
26.2995899993,-98.1685547287
26.3068667397,-98.1672774621
26.3076835429,-98.1547578639
26.2930619537,-98.1581373082
26.2950836062,-98.1635640009
26.2938218515,-98.169567139
26.2981969917,-98.1663647771
26.302408322,-98.163292395
26.3002733306,-98.172187958
26.3042932583,-98.1677291875
26.2936853848,-98.169895385
26.3064752269,-98.1545643159
26.2937741256,-98.1698798101
26.2943401251,-98.1667375057
26.3007916043,-98.169358196
26.3024891039,-98.1572932475
26.3025945109,-98.1732007512
26.2975084466,-98.1712530806
26.3027568235,-98.1651585666
26.3058761713,-98.1633936439
26.3093997053,-98.1691660755
26.3059231485,-98.1591247944
26.3106830904,-98.1692451571
26.2952668005,-98.1576486736
26.3017182796,-98.160268927
26.2969876774,-98.1608967013
26.2955131391,-98.1607498744
26.2962181009,-98.1704651985
26.301493821,-98.1645687774
26.3045584823,-98.162407686
26.3070723131,-98.1714005375
26.2970965512,-98.1590517451
26.3087621034,-98.1546698698
26.2938670818,-98.156068689
26.296326226,-98.1646644863
26.3012484805,-98.1667420545
26.3044478616,-98.1550218467
26.2949966123,-98.172809654
26.3032954798,-98.1618179119
26.3000960987,-98.1735377357
26.3056179079,-98.1694240659
26.301430427,-98.1542331
26.3060519059,-98.1541314498
26.2967987703,-98.1726962672
26.2941902365,-98.1682852988
26.3005049995,-98.1699156857
26.3019564099,-98.1560680779
26.300667312,-98.1618736069
26.3055346304,-98.1622362983
26.3039994433,-98.1662591518
26.3072008209,-98.1650885081
26.3091951301,-98.1703178734
26.3050896789,-98.1557206616
26.3102597694,-98.1688122281
26.2948981659,-98.1576119777
26.300994183,-98.1576572214
26.2978748352,-98.1594222564
26.2999511742,-98.1652453462
26.3031252085,-98.1638766145
26.3011798729,-98.1649282082
26.3066760857,-98.1698469952
26.3083462421,-98.1575833883
26.308096187,-98.1709165188
26.3086942444,-98.156812153
26.2942367146,-98.1613797311
26.298571339,-98.160517191
26.2957661888,-98.1632412951
26.3026278165,-98.1688330325
26.3042706297,-98.1563717233
26.2925227982,-98.1588405806
26.299178603,-98.158990438
26.304294007,-98.1716852361
26.307602761,-98.1607572927
26.3051399004,-98.1685949911
26.2968803009,-98.1706532808
